Cà ngoi,Ngoi lên hụp xuống nhiều lần,Lội cái kiểu gì mà cà ngoi liên tục vậy,Bơi kiểu gì mà cứ ngoi lên ngụp xuống mãi thế,
Cà ngoi cà ngoi,Ngoi lên hụp xuống liên tục,Nhìn thấy nó cà ngoi cà ngoi giữa dòng nước chảy xiết,Nhìn nó cứ ngoi lên ngụp xuống giữa dòng nước xiết,
Cá nhạn,"Loại cá lia thia (cá cảnh) hiếm, mình trắng, vây đuôi dài",Hiếm lắm mới kiếm được một con cá nhạn,Rất khó mới tìm mua được một con cá nhạn,
Cà nhắc,"Đi bước thấp bước cao; hoặc lắt nhắt, mỗi lần một ít",Chân như thế nào mà anh phải đi cà nhắc vậy?,Chân bị làm sao mà anh phải đi khập khiễng thế?,
Cà nhắc cà nhắc,Lắt nhắt nhiều lần trong ngày,"cà nhắc cà nhắc như vậy, tính lại cũng bộn","cứ xin lặt vặt như thế, cộng lại cũng khá nhiều tiền",
Cá nhét,"Cá chạch (mình dẹp, đầu nhọn, hay nhét mình dưới bùn)",Khô cá nhét chấm nước mắm me,Món cá chạch khô chấm với nước mắm me,
Cà nhích,Chuyển dịch đi một tí nhiều lần,phải xếp hàng cà nhích chờ tới phiên mình,phải xếp hàng nhích từng chút một chờ tới lượt mình,
Cà nhích cà nhích,Dịch chuyển một tí và đứt quãng rất nhiều lần,"xe, người cà nhích cà nhích, đến chiều tôi mới qua được bờ bên kia","người xe nhích từng tí một, mãi chiều tôi mới qua được bờ bên kia",
Cà nhoi,"Nhoi nhoi, nhô lên nhiều lần","bồng nó mà nó cứ cà nhoi, nhiều lúc xém rơi xuống đất","bế nó mà nó cứ nghịch ngợm nhổm lên, suýt thì ngã",
Cà nhoi cà nhoi,Nhiều đối tượng nhô lên thụt xuống nhiều lần,Làm gì mà cứ cà nhoi cà nhoi như dòi vậy chớ,Làm gì mà cứ nhốn nháo nhô lên thụt xuống như dòi thế kia,
Cà nhón,Đứng hoặc đi bằng những đầu ngón chân,chớ đứng cà nhón mà khều như vậy đổ bể đồ hết,đừng có kiễng chân lên khều như thế kẻo vỡ hết đồ đạc,
Cà nhón cà nhón,Bước đi nhiều bước bằng đầu ngón chân,bước đi phải cà nhón cà nhón như vậy,phải bước đi rón rén từng bước bằng đầu ngón chân,
Cà nhóng,"Đi chơi lang thang, lêu lổng, không làm gì",Tối ngày mày cứ đi cà nhóng hoài đó,Suốt ngày mày cứ đi chơi lang thang mãi thế,
Cà nhóng cà nhóng,Đi chơi lang thang từ ngày này qua ngày nọ,Tôi mắc cái thằng cà nhóng cà nhóng cả mấy tháng nay,Tôi mệt mỏi vì cái thằng suốt ngày đi chơi lêu lổng mấy tháng nay,
Cà nhóng chống xâm lăng,Nhàn rỗi (nói theo cách hài hước),xem bọn này như dân 'cà nhóng chống xâm lăng',coi bọn này như những kẻ nhàn cư vi bất thiện,
Cà nhót,"Đi khập khiễng, bước thấp bước cao",phải đi cà nhót như vừa bị thương,phải đi tập tễnh như là vừa bị thương xong,
Cà nhủi,Đầu chúi về phía trước,Ông ta đi cái đầu cà nhủi,Ông ta đi mà cái đầu cứ chúi về phía trước,
Cà nhủi cà nhủi,Đầu chúi chúi về trước nhiều lần,"cái đầu cà nhủi cà nhủi thấy ngộ ngộ, mắc cười",cái đầu cứ chúi chúi về phía trước trông rất buồn cười,
Cà nhướng,Mở to mắt hết cỡ nhiều lần,bà ta có cái tật hay cà nhướng như vậy,bà ấy có tật hay nhướng mắt lên nhìn như thế,
Cà nhướng cà nhướng,Mí mắt trên giương lên sụp xuống liên tục,Thấy tôi nó cà nhướng cà nhướng như khiêu khích,Thấy tôi là nó cứ nháy mắt nhướng mày như kiểu trêu tức,
Cà niềng,"Niểng, lệch nghiêng qua một bên",đã làm chị có tật đi cà niềng,đã khiến chị có tật đi đứng hơi bị lệch sang một bên,
Cà niềng cà niềng,Thường xuyên ngoẹo đầu về một bên,nên cái đầu cứ cà niềng cà niềng như vậy,nên cái đầu cứ bị vẹo sang một bên như thế,
Cà nông,Súng đại bác (mượn từ tiếng Pháp canon),Dân quê tôi họ sợ cà nông hơn máy bay,Dân quê tôi sợ súng đại bác hơn cả máy bay,
Cá nước,Hình thức đánh cược thêm dựa trên lá bài lật mẫu (trong bài các tê),Cá nước ván rồi là gì? - Là 3 cơ,Ván bài vừa rồi cược theo lá bài nào? - Là lá 3 cơ,
Cá nược,"Loại cá biển to, bơi nhanh, có vú nuôi con (giống người)",Nước chảy ngược con cá nược nó lội theo,Nước chảy ngược thì con cá nược bơi theo dòng,
Cá ông,Cá voi (được dân chài tôn thờ vì hay cứu người),dân miền biển tổ chức ngày cúng cá ông rất trọng thể,người dân ven biển tổ chức lễ cúng cá voi rất trang trọng,
Cá phé,Hình thức đánh cược thêm dựa trên số đôi bài sau ván các tê,Cá phé ai ăn đây? - Tôi một đôi già,Ván cược phé này ai thắng? - Tôi có một đôi Già,
Cá phướn,"Loại cá lia thia có vây đuôi dài dùng làm cảnh, chọi yếu",Mấy con cá phướn này đá gì lợi cá lia thia,Mấy con cá cảnh này sao chọi lại được cá lia thia,
Cà quéc,Tiếng ngỗng kêu,gặp khách lạ hay quen gì cũng cà quéc cà quéc,gặp người lạ hay quen gì nó cũng kêu quác quác inh tai,
Cà rà,Thường xuyên theo sát một bên,thấy nữ sinh là cà rà tới,cứ thấy nữ sinh là lại sán đến gần,
Cà rá,Nhẫn đeo ở các ngón tay,"vài chiếc cà rá, kiếp sau sẽ giàu hơn kiếp này","vài chiếc nhẫn, mong kiếp sau sẽ giàu có hơn",
Ca ra bộ,"Loại âm nhạc tiền thân của cải lương, vừa hát vừa ra điệu bộ",Ông Tống Hữu Định là người đầu tiên có sáng kiến ca ra bộ,Hát có diễn xuất điệu bộ,
Cà rá chữ ngẫu,Nhẫn có mặt chữ ngũ,Các bà già xưa lại thường thích cà rá chữ ngẫu,Các bà cụ ngày xưa thường thích đeo nhẫn mặt chữ Ngũ,
Cà rá chữ phước,Nhẫn có mặt chữ phúc,ham chuộng cà rá chữ phước hơn,thích đeo nhẫn mặt chữ Phúc hơn,
Cà rà cười rưới,Theo sát một bên lại rỉ rả nhỏ to,nó cứ cà rà cười rưới bên chị hoài vậy?,sao nó cứ bám theo rỉ rả bên chị mãi thế?,
Cà rá hột bẹt,Nhẫn có mặt hột tròn như hạt ngọc trai,thích cà rá hột bẹt hơn,lại thích đeo nhẫn đính hạt ngọc trai hơn,
Cà rá lá hẹ,Nhẫn có mặt khum khum như lá hẹ,"Cà rá lá hẹ ít tốn công, khi cần bán lại không mất giá nhiều","Nhẫn kiểu lá hẹ này dễ làm, khi bán lại ít bị lỗ tiền công",
Cà rá liên huờn,Nhẫn có nhiều vòng móc xích với nhau,"thích đeo cà rá liên huờn, có thể vì nó lạ",thích đeo nhẫn kiểu móc xích vì trông nó lạ mắt,
Cà rá trơn,"Nhẫn không hột, không hoa văn, thường là nhẫn cưới",Phải chuẩn bị một đôi cà rá trơn,Phải chuẩn bị một đôi nhẫn cưới trơn,
Cà ràng,"Kiểng, bếp lò bằng đất nung dạng dài",những cái cà ràng nhóm củi nấu ăn trên bờ,những chiếc bếp đất nung dùng để nấu nướng trên bờ,
Cà răng núc nác,"Không biết thẹn; hoặc cứng đầu, lì lợm",Người đâu mà cà răng núc nác như thế,Người gì mà mặt dày không biết xấu hổ thế kia,
Cà rè,Lề mề; hoặc đeo đuổi liên tục,nó mới cà rề suốt ngày ở bên quán cạnh nhà cô ta,nó mới cứ quanh quẩn suốt ngày ở cái quán cạnh nhà cô ấy,
Cà rè cà rề,Chậm chạp liên tục; hoặc đeo đuổi thường xuyên,nó cứ cà rề cà rề nhà con Hai,mấy tháng nay nó cứ bám riết lấy nhà con Hai,
Cà rem,Kem (mượn từ tiếng Pháp crème),Ăn ba cái cà rem riết hư răng hết đó,Suốt ngày ăn kem là hỏng hết răng đấy nhé,
Cà rèm,Tấm phên tre dùng để che chắn cửa sổ,Con thả mấy cái cà rèm xuống,Con hạ mấy tấm liếp xuống kẻo mưa hắt vào,
Cà rem cây,Kem que,Con thích ăn cà rem cây nè,Con thích ăn kem que này hơn,
Cà rê,Kéo lê trên mặt liên tục,Mày làm gì mà lôi nó cà rê như vậy,Cậu làm gì mà cứ lôi nó xềnh xệch trên đất thế,
Cà rê cà rê,Kéo lê trên mặt liên tục nhiều lần,Câu rê thì phải kéo cà rê cà rê con mồi,Câu kiểu này thì phải kéo mồi đi từ từ trên mặt nước,
Cà ri,Bột gia vị nấu ăn có màu vàng của nghệ,Cà ri thì phải ăn với bánh mì mới đúng sách,Cà ri phải ăn kèm với bánh mì mới đúng kiểu,
Cà ri chà,"Cà ri do người Chăm/Ấn nấu, thường rất cay",phụ nữ và trẻ con ăn không nổi đâu,"món này cay lắm, phụ nữ trẻ em không ăn được",
Cà ri nị,"Cà ri do người Hoa nấu, thường rất béo",Ai thích béo thì ăn cà ri nị,Ai thích vị ngậy béo thì nên chọn cà ri kiểu người Hoa,
Cà rịch cà tang,"Chậm rãi, khoan thai hoặc lề mề, chần chừ",Cứ làm cà rịch cà tang như tụi bây có mà ăn cám,Cứ làm việc lề mề như các cậu thì chẳng có gì mà ăn đâu,
Cà riềng,"Cằn nhằn lải nhải; hoặc ăn nói lôi thôi, lăng nhăng",mà mày cứ cà riềng chồng con hoài,mà em cứ cằn nhằn chồng con mãi thế,
Cà riềng cà tỏi,Cằn nhằn trách móc liên tục hết việc này đến việc khác,"vợ tối ngày cứ cà riềng cà tỏi, làm sao nó chịu được",vợ suốt ngày cứ hết càm ràm chuyện này đến chuyện nọ,
Cà ròn,"Bao, đệm đan bằng cọng bàng kích cỡ lớn","mặc áo quần với bao tải, với cà ròn","mặc quần áo bằng bao tải, bằng những tấm đệm cói",
Cà rỡn,"Bỡn cợt, đùa giỡn vui vẻ",Ông ấy nói cà rỡn chơi cho vui chớ có ác ý gì đâu,Ông ấy chỉ nói đùa vui thôi chứ không có ý xấu gì đâu,
Cá rựa,"Cá đao (hoặc cá kiếm), có răng sắc nhọn như dao rựa",chỉ biết gọi chung là cá rựa,người dân thường gọi chung là cá đao,
Cá sặt,"Cá sặc (thân dẹp, có hai sợi râu bụng, sống nơi ao mương)",ao này có nhiều cá sặt,cái ao này có rất nhiều cá sặc,
Cà sịa,Nói lẫn sang chuyện khác; hoặc nói xen vào không đúng lúc,"Người ta đang nói chuyện này, mày lại cà sịa chuyện khác","Người ta đang bàn chuyện này, cậu lại lảng sang chuyện khác",
Cà sớn,"Sớn sác, lơ đễnh, không chú ý",Mày cũng cà sớn đi đụng cho bể kiếng,"Cậu vô ý quá, đi đứng kiểu gì mà đâm sầm vào làm vỡ kính thế",
Cà sớn cà sác,"Đi đứng không nhìn ngó, không để ý",Mày cà sớn cà sác đi đụng con nít,Cậu đi đứng sớn sác đâm vào trẻ con thế à,
Cà sụp cà sụp,"Luôn rủ xuống, luôn che khuất","Vén cái màn lên coi, để cà sụp cà sụp","Vén cái rèm lên, cứ để nó rủ xuống lụp xụp trông u ám quá",
Cà tăng,Tấm phên tre dựng vách hoặc quây thành bồ chứa lúa,"lấy mấy tấm cà tăng xuống, để ba quây bồ",lấy mấy tấm phên xuống để bố quây thành bồ đựng lúa,
Cà teo,"Thu nhỏ lại dần, gầy dần đi",không lớn và mập lên lại còn cà teo nữa chớ,chẳng thấy lớn hay béo lên mà lại còn gầy nhom đi thế này,
Cà tha,Bùa chú (mượn từ tiếng Khmer katha),nghe nói họ có cà tha đó,nghe nói họ có bùa phép đấy,
Cà thọc,Dùng thanh tre hoặc gỗ dài đẩy tới nhiều lần,chúng cà thọc riết không còn trái nào,chúng cứ dùng sào chọc mãi nên chẳng còn quả nào trên cây,
Cà thọc cà thọc,Thọc tới thọc lui liên tục nhiều lần,bọn trẻ tối ngày cứ cà thọc cà thọc riết hết chẳng ăn được gì,lũ trẻ suốt ngày cứ dùng sào chọc phá nên chẳng thu hoạch được gì,
Cà thoi,Thúc vào người khác nhiều lần bằng nắm đấm hoặc cùi chỏ,chị ta cà thoi nhẹ vào mạng sườn tôi,chị ấy huých nhẹ vào mạng sườn tôi mấy cái,
Cà thoi cà thoi,Thúc nhiều lần liên tục vào ai đó,sao con cà thoi cà thoi như vậy nó chết làm sao?,sao con cứ đấm túi bụi vào em nó như thế?,
Cà thoi cà thoi,Hiện tượng thúc (đấm) liên tục nhiều lần vào ai đó,Sao con cà thoi cà thoi như vậy nó chết làm sao?,Sao con cứ đấm túi bụi vào em thế?,
Cà thoi cà thóp,Hiện tượng thở rất yếu kéo dài,nạn nhân vẫn còn cà thoi cà thóp,nạn nhân vẫn còn đang thoi thóp thở,
Cà thọt,Đi khập khiễng; hoặc dùng thanh gỗ thọc nhiều lần,Bộ mày muốn như vậy lắm sao mà bắt chước đi cà thọt chớ?,Cậu muốn bị thế lắm hay sao mà lại đi giả vờ khập khiễng thế?,
Cà thọt,"Đi bước thấp bước cao, khập khiễng Dùng thanh gỗ thọc nhiều lần vào vật gì đó",Bộ mày muốn như vậy lắm sao mà bắt chước đi cà thọt chớ?,Cậu muốn bị tật hay sao mà lại giả vờ đi khập khiễng thế?,
Cà thọt cà thọt,Đi khập khiễng liên tục; hoặc thọc liên tục nhiều lần,mấy chục năm nay ông vẫn cà thọt cà thọt như vậy,mấy chục năm nay ông ấy vẫn cứ đi tập tễnh như thế,
Cà thọt cà thọt,Trạng thái đi khập khiễng liên tục Hành động thọc liên tục nhiều lần,từ sáng giờ cà thọt cà thọt mà vẫn chưa được trái nào,Từ sáng đến giờ cứ dùng sào chọc mãi mà chưa được quả nào,
Cà tong,"Cao lêu khêu, gầy nhiều so với chiều cao",giống ai mà cà tong vậy cà,giống ai mà người cứ gầy nhom lêu khêu thế nhỉ,
Cà tong,"Cao lêu khêu, gầy nhiều so với chiều cao",thằng nhỏ nhà chị nó giống ai mà cà tong vậy cà,Đứa bé nhà chị giống ai mà người cao lêu khêu thế nhỉ,
Cà tong cà teo,"Vừa cao lêu khêu, vừa gầy gò",thằng con nhà tôi thì lại cà tong cà teo,con nhà tôi thì lại vừa gầy vừa cao lêu khêu,
Cà tong cà teo,Vừa cao lêu khêu vừa gầy gò,thằng con nhà tôi thì lại cà tong cà teo,Con nhà tôi thì lại gầy nhom lêu khêu,
Cà tót / Cà tọt,"Vừa đi vừa nhảy không đều chân, nhảy lò cò",hí hửng nhảy cà tọt như thế,hớn hở nhảy chân sáo như thế kia,
Cà tót / Cà tọt,Vừa đi vừa nhảy không đều chân (nhảy lò cò),hắn ta mới hí hửng nhảy cà tọt như thế,Hắn ta mới hớn hở nhảy chân sáo như thế,
Cà tớn,Đi chầm chậm một mình,hay đi cà tớn trong xóm vậy đó,ông ấy hay đi bách bộ thong dong trong xóm,
Cá tra,"Loại cá da trơn (cùng họ với cá ba sa), được nuôi lấy thịt","Cá tra, cá vồ, cá bông đều to con",Cá tra và các loại cá cùng họ đều có kích thước lớn,
Cá tràu,Cá lóc con đã tách bầy sống riêng lẻ,Ba cá tràu nên thả nuôi thêm cho nó lớn đi,Mấy con cá lóc nhỏ này nên để nuôi thêm cho lớn,
Cá trắng,Chỉ chung các loại cá có vảy màu sáng sống ở sông lớn,Cá ở sông lớn này được gọi là cá trắng,Các loài cá sống ở sông lớn thường được gọi là cá vảy trắng,
Cá trèn,"Loại cá nước ngọt mình dẹp, đầu to chạnh ra, không vảy",Mấy con cá trèn này mua chỉ có kho khô mới ăn được,Loại cá trèn này chỉ nên mua về để kho khô,
Cà tưng,Nhảy cẫng lên nhiều lần để biểu thị vui mừng tột độ,Mày làm gì cà tưng như thằng bị kinh phong giựt vậy chớ?,Cậu làm cái gì mà cứ nhảy cẫng lên như thế kia?,
Cà tưng,"Tính tình không ổn định, lúc buồn lúc vui, tưng tửng; hoặc xóc nảy.","Tính con nhỏ đó cà tưng lắm, lúc buồn lúc vui hổng biết đường mò.","Tính cô bé đó tưng tửng lắm, lúc buồn lúc vui không biết đường nào mà lần.",
Cà tưng,"Tính tình không ổn định, lúc buồn lúc vui, tưng tửng; hoặc xóc nảy.","Chiếc xe chạy qua ổ gà xóc cà tưng, ê ẩm cả người.","Chiếc xe chạy qua ổ gà xóc nảy lên, ê ẩm hết cả người.",
Cà tưng,"Tính tình không ổn định, lúc buồn lúc vui, tưng tửng; hoặc xóc nảy.","Mày bị khùng hả, sao cứ nhảy cà tưng cà tưng hoài vậy?","Cậu bị hâm à, sao cứ nhảy tưng tưng lên mãi thế?",
Cà tưng,"Tính tình không ổn định, lúc buồn lúc vui, tưng tửng; hoặc xóc nảy.","Nó nói chuyện cà tưng, hổng ăn nhập gì tới chủ đề đang bàn hết.","Nó nói chuyện tưng tửng, chẳng ăn nhập gì tới chủ đề đang bàn cả.",
Cà tưng,"Tính tình không ổn định, lúc buồn lúc vui, tưng tửng; hoặc xóc nảy.","Dạo này ổng bị cà tưng, đi làm mà mang dép chiếc vầy chiếc khác.","Dạo này ông ấy bị hâm dở, đi làm mà mang dép chiếc nọ chiếc kia.",
Cà tưng / Cà từng,Nhảy cẫng lên nhiều lần để tỏ ý vui mừng tột độ,Có chuyện gì vui mà mày nhảy cà từng vậy?,Có chuyện gì vui mà cậu nhảy cẫng lên thế?,
Cà tưng cà tưng,"Nhảy cẫng lên liên tục, nhiều lần",nó nhảy cà tưng cà tưng thiếu điều muốn thủng đất,Nó nhảy tưng tưng như muốn lún cả đất,
Cá úc,Một loài cá sông,Cá úc mà đâm là nhức dữ lắm.,Cá ngạnh/cá úc mà đâm là đau lắm.,
Cá úc,Một loài cá sông,"Hổm rày con đó cứ cá úc hoài, có chuyện gì vậy?","Dạo này cô ấy cứ một loài cá sông mãi, có chuyện gì vậy?",
Cà um,Tiếng hổ gầm,Vùng U Minh trước đây còn nghe tiếng cà um,Vùng U Minh ngày trước vẫn còn nghe tiếng hổ gầm,
Cá về (vồ),"Cá tra lớn, đầu dẹp, ăn tạp Kẻ tham ăn, tham lợi","có mấy con cá về lận, quyền lợi lớn nhỏ gì chúng cũng tìm cách tém láng","Ở đó có mấy kẻ tham lam, quyền lợi gì chúng cũng vơ vét sạch",
Cà vom,Người gầy và cao lỏng khỏng Loại ghe có thân nhỏ và dài,Cái thân cà vom của mày mà làm ăn nên thân cái nỗi gì,Cái thân hình gầy lêu khêu của cậu thì làm được việc gì,
Cà vung,"Sọt đan bằng lá dừa nước, thường có hình vuông","tính theo cà vung, tức là số bao bì","Tính theo số sọt lá dừa, tức là các túi bao bì",
Cá vược,"Loại cá sông lớn, mỏ hơi cong (còn gọi là cá chẻm)",rạch có nhiều cá vược nên dân gian còn gọi là Rạch Vược,Vì con rạch có nhiều cá vược nên người ta gọi là Rạch Vược,
Cá xà,Loài cá có thân dài tựa như con rắn,Mấy con cá xà đó thấy mà ghê ai dám ăn,"Những con cá hình rắn đó trông rất sợ, không ai dám ăn",
Cà xắc cà xấc,"Thói quen xấc xược, hỗn láo, ngang ngược",Cái thằng cà xắc cà xấc đó bị chúng đánh một trận nhừ tử,Cái thằng hỗn láo đó bị chúng đánh cho một trận tơi bời,
Cà xấc,"Có tính xấc xược, hách dịch, ngang ngược",Mày có cái tật cà xấc đó thế nào có ngày cũng ăn đòn,Cái tính xấc xược của cậu có ngày sẽ bị ăn đòn đấy,
Cà xía,Hay xen vào chuyện của người khác,"mắc mớ gì mày, mà mày cũng cà xía cho chúng ghét",Việc của người ta liên quan gì đến cậu mà cậu cứ xen vào cho người ta ghét,
Cà xía cà xía,"Thói quen hay tham gia, can thiệp chuyện người khác","chuyện của ai đâu, nó cũng cà xía cà xía vô làm rối cả thiên hạ",Chuyện của ai nó cũng xía vào làm rối tung cả lên,
Cà xịch,"Hay bị đứt quãng, ngừng trệ không liên tục","Mày làm việc cái kiểu cà xịch đó, biết bao giờ cho xong",Cậu làm việc cứ ngắt quãng thế thì bao giờ mới xong,
Cà xịch cà đụi,"Hay bị đình trệ nhiều lần Hục hặc, xích mích thường xuyên",nhà máy cứ chạy cà xịch cà đụi như vầy,Nhà máy cứ hoạt động trục trặc như thế này,
Cà xóc,"Hay nói cạnh khóe, châm chọc người khác",Mày nói chuyện cái kiểu cà xóc đó là bị đòn nghen con,Con mà cứ nói kiểu xỉa xói đó là bị ăn đòn đấy,
Cà xóc cà xóc,"Thói quen nói xỉa xói, châm chọc liên tục","Ăn nói cà xóc cà xóc như mày, thiên hạ hổng ghét sao đặng",Ăn nói hay cạnh khóe như cậu thì ai mà chẳng ghét,
Cà xom,"Luôn đi thẳng tới phía trước, vượt mặt người khác",gấp gì anh phải cà xom phía trước cho mệt,Việc gì mà anh cứ phải đi vượt lên dẫn đầu cho mệt,
Cà xom cà xom,Thói quen thường xuyên đi vượt lên trên mọi người,Anh có cái tật đi với mọi người hay cà xom cà xom phía trước,Anh có tính hay đi dẫn đầu vượt mọi người,
Cà xốc,Xông thẳng tới liên hồi Giũ giũ mạnh nhiều lần,Ba cái trứng để trong giỏ mà mày cà xốc như vậy thì lấy gì mà còn,Trứng trong giỏ mà cậu cứ xóc mạnh như thế thì vỡ hết,
Cà xốc cà xốc,Hay hùng hổ xông tới trước Giũ mạnh liên tục,làm gì cà xốc cà xốc như muốn đánh lộn vậy,Làm gì mà cứ hùng hổ như muốn đánh nhau thế,
Cá xủ,"Loài cá biển thân dẹp, thường dùng làm khô mặn",chưng khô cá xủ chung với lòng trứng vịt,hấp khô cá xủ cùng với lòng đỏ trứng vịt,
Cà xước,Dùng răng tước vỏ nhiều lần nhưng không xong,tao cho mày cà xước tới hồi ê răng thì thôi,Ta để cậu gặm vỏ đến lúc ê răng mới thôi,
Cà xước cà xước,Tình trạng cố tước vỏ mãi mà không được,để em nó không có răng mà phải cà xước cà xước như vậy,Đừng để em không có răng mà cứ phải gặm vỏ vất vả thế,
Cạc,"Các (danh thiếp), thẻ ghi nhận tư cách (từ carte)","Đọc sơ qua tấm cạc của ông, mấy ổng hiểu liền",Chỉ cần xem qua danh thiếp của ông là họ hiểu ngay,
Cạc bin,Súng trường gọn nhẹ (từ carabine),có được khẩu cạc bin là ngon lắm rồi,có được khẩu súng các-bin là tốt lắm rồi,
Cạc bon,Giấy than để nhân bản khi viết (từ carbone),ít dùng cạc bon để nhân bản vì nó dơ,hiện nay ít dùng giấy than để in sao vì nó bẩn,
Cạc đăng,Khớp gỗ dùng xỏ cây láp chân vịt thuyền (từ cardan),mua mấy cái cạc đăng về thay chân vịt ghe,đi mua linh kiện khớp nối để thay cho chân vịt thuyền,
Cạc tông,Giấy ép tấm cứng làm bìa hoặc đóng vách (từ carton),người ta hay đóng vách buồng bằng cạc tông,ngày trước người ta hay dùng giấy bồi để làm vách ngăn phòng,
Cách,Loại cây thân gỗ lấy lá làm thức ăn hoặc gia vị,Ếch xào lá cách với nước cốt dừa,Món thịt ếch xào cùng lá cách và nước cốt dừa,
Cạch,"Đánh, rầy la, quở phạt răn đe",Phải cạch cho nó một trận thì nó mới lớn,Phải phạt nó một trận thì nó mới khôn ra được,
Cách trí,Tên gọi cũ của bộ môn Sinh vật học,Thái chỉ giảng được mỗi một bài cách trí thôi,Thái chỉ giảng dạy được đúng một bài môn sinh học,
Cái ban,"Ăn mày, ăn xin, hành khất",Mày riết rồi cũng thành dân cái ban Đi đâu thấy ai có gì cũng xin,Cậu rồi cũng thành kẻ ăn xin Đi đâu thấy cái gì cũng đòi,
Cải bẹ dún,"Loại cải cọng trắng, lá dún, thường ăn sống",Cải bẹ dún thường dùng để ăn sống,Loại cải bẹ dún này thường được dùng để làm rau sống,
Cải bẹ dún,"Loại cải có cọng trắng, lá dún, thường dùng ăn sống hoặc nấu canh","Cải bẹ dún thường dùng để ăn sống, có thể nấu canh, hoặc xào thịt",Loại cải bẹ lá xoăn này thường dùng để ăn sống hoặc nấu canh,
Cải bẹ xanh,"Loại cải cọng và lá màu xanh, vị cay nồng",Cải bẹ xanh thường được ăn chung với bánh xèo,Rau cải bẹ xanh thường được dùng ăn kèm với bánh xèo,
Cải bẹ xanh,"Loại cải có cọng và lá màu xanh, vị cay nồng",Cải bẹ xanh thường được ăn chung với bánh xèo,Rau cải bẹ cay thường được ăn kèm với bánh xèo,
Cãi bương,"Cãi bướng, cãi không dựa vào lí lẽ","Nó chỉ có giỏi cãi bương, chớ có lí lẽ gì đâu",Nó chỉ giỏi cãi ngang chứ chẳng có lí lẽ gì,
Cái coi,"Từ biểu thị sự đề nghị, thách đố hoặc thân mật",Cho tao hút ké vài hơi cái coi,Cho tớ hút nhờ vài hơi xem nào,
Cài độ / Gài độ,Móc nối tổ chức một cuộc chơi hoặc thi đấu,thế nào nó cũng cài độ để bọn bây bao nó nhậu,thế nào nó cũng tìm cách sắp xếp để các cậu phải mời nó uống rượu,
Cãi giống,Cãi bất chấp lí lẽ (sắc thái hài hước),"Cái thằng đó cãi giống không hè, mày cãi với nó làm chi","Cái thằng đó chỉ toàn cãi cùn, anh cãi với nó làm gì",
Cãi lẫy,Cãi cọ qua lại dai dẳng nhưng không quá gay gắt,"nói qua nói lại đôi câu thì đã hiểu rồi, cần gì phải cãi lẫy","Nói vài câu là hiểu rồi, cần gì phải tranh cãi qua lại mãi",
Cãi lộn,"Cãi nhau dữ dội, gay gắt để tranh được thua","chuyện có gì đâu mà cãi lẫy nhau, đây rồi thành cãi lộn","Chuyện nhỏ thế mà cứ tranh cãi mãi, tí nữa lại thành cãi nhau to đấy",
Cãi lộn,"Cãi nhau, đấu khẩu to tiếng.",Hai vợ chồng nó cãi lộn um sùm từ sáng tới giờ chưa ngưng.,Hai vợ chồng nhà nó cãi nhau ầm ĩ từ sáng tới giờ chưa dứt.,
Cãi lộn,"Cãi nhau, đấu khẩu to tiếng.","Ra đường nhịn được thì nhịn, cãi lộn với tụi du côn rước họa vào thân.","Ra đường nhịn được thì nhịn, cãi vã với đám du côn chỉ rước họa vào thân.",
Cãi lộn,"Cãi nhau, đấu khẩu to tiếng.",Mới mượn cái áo mặc chút xíu mà làm gì cãi lộn dữ vậy?,Mới mượn chiếc áo mặc một chút mà làm gì cãi nhau gắt gỏng thế?,
Cãi lộn,"Cãi nhau, đấu khẩu to tiếng.",Tụi nó cãi lộn om sòm làm cả xóm không ai ngủ nghê gì được.,Bọn họ cãi vã ầm ĩ làm cả xóm không ai ngủ nghê gì được.,
Cãi lộn,"Cãi nhau, đấu khẩu to tiếng.","Con nít chơi chung chuyện cãi lộn là bình thường, lát là làm hòa liền.","Trẻ con chơi chung chuyện cãi cọ là bình thường, một lát là làm hòa ngay.",
Cãi lộn cãi lạo,Hay sinh sự cãi vã liên tục,Mày có cái tật cãi lộn cãi lạo như vậy ở chung với ai cho được,Con suốt ngày hay cãi vã sinh sự như thế thì ai ở cùng được,
Cai lục lộ,Người quản lý công nhân làm đường,Mấy thằng cha cai lục lộ đỡ khổ hơn mấy thằng công nhân,Những người cai thầu làm đường dù sao cũng đỡ vất vả hơn công nhân,
Cải lương,Loại hình nghệ thuật sân khấu đặc trưng Nam Bộ có hát và diễn,Sân khấu cải lương đã trải qua hơn 80 năm,Nghệ thuật sân khấu cải lương đã tồn tại hơn 80 năm,
Cải lương,Loại hình nghệ thuật sân khấu hát bội pha tân nhạc khởi phát ở Nam Bộ +,Sân khấu cải lương đã trải qua hơn 80 năm với nhiều thăng trầm,Nghệ thuật cải lương đã tồn tại hơn 80 năm qua,
Cài mánh / Gài mánh,Móc nối làm ăn để bản thân được lợi,"Nó cài mánh anh đó, anh coi chừng","Nó đang gài bẫy làm ăn với anh đấy, hãy cẩn thận",
Cài nhài,"Lải nhải, nhắc đi nhắc lại mãi một chuyện",nó cứ cài nhài làm ai nghe cũng thấy bực bội,nó cứ lải nhải mãi khiến ai nghe cũng thấy khó chịu,
